"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
22201,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",137,"Rengo","","","Comuna","Municipality"
22202,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",138,"Requinao","","","Comuna","Municipality"
22203,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",20,"Cachapoal",139,"San Vicente","","","Comuna","Municipality"
22204,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",140,"La Estrella","","","Comuna","Municipality"
22205,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",141,"Litueche","","","Comuna","Municipality"
22206,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",142,"Marchihue","","","Comuna","Municipality"
22207,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",143,"Navidad","","","Comuna","Municipality"
22208,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",144,"Paredones","","","Comuna","Municipality"
22209,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",21,"Cardenal Caro",145,"Pichilemu","","","Comuna","Municipality"
22210,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",146,"Chepica","","","Comuna","Municipality"
22211,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",147,"Chimbarongo","","","Comuna","Municipality"
22212,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",148,"Lolol","","","Comuna","Municipality"
22213,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",149,"Nancagua","","","Comuna","Municipality"
22214,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",150,"Palmilla","","","Comuna","Municipality"
22215,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",151,"Peralillo","","","Comuna","Municipality"
22216,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",152,"Placilla","","","Comuna","Municipality"
22217,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",153,"Pumanque","","","Comuna","Municipality"
22218,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",154,"San Fernando","","","Comuna","Municipality"
22219,47,"CHL","Chile",7,"Libertador General Bernardo O'Higgins",22,"Colchagua",155,"Santa Cruz","","","Comuna","Municipality"
22220,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",156,"Ancud","","","Comuna","Municipality"
22221,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",157,"Castro","","","Comuna","Municipality"
22222,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",158,"Chonchi","","","Comuna","Municipality"
22223,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",159,"Curaco de Velez","","","Comuna","Municipality"
22224,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",160,"Dalcahue","","","Comuna","Municipality"
22225,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",161,"Puqueldon","","","Comuna","Municipality"
22226,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",162,"Queilen","","","Comuna","Municipality"
22227,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",163,"Quellon","","","Comuna","Municipality"
22228,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",164,"Quemchi","","","Comuna","Municipality"
22229,47,"CHL","Chile",8,"Los Lagos",23,"Chiloé",165,"Quinchao","","","Comuna","Municipality"
22230,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",166,"Calbuco","","","Comuna","Municipality"
22231,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",167,"Cochamo","","","Comuna","Municipality"
22232,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",168,"Fresia","","","Comuna","Municipality"
22233,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",169,"Frutillar","","","Comuna","Municipality"
22234,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",170,"LLanquihue","","","Comuna","Municipality"
22235,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",171,"Los Muermos","","","Comuna","Municipality"
22236,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",172,"Maullin","","","Comuna","Municipality"
22237,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",173,"Puerto Montt","","","Comuna","Municipality"
22238,47,"CHL","Chile",8,"Los Lagos",24,"Llanquihue",174,"Puerto Varas","","","Comuna","Municipality"
22239,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",175,"Entre Lagos","","","Comuna","Municipality"
22240,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",176,"Osorno","","","Comuna","Municipality"
22241,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",177,"Puerto Octay","","","Comuna","Municipality"
22242,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",178,"Purranque","","","Comuna","Municipality"
22243,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",179,"Rio Negro","","","Comuna","Municipality"
22244,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",180,"San Juan de la Costa","","","Comuna","Municipality"
22245,47,"CHL","Chile",8,"Los Lagos",25,"Osorno",181,"San Pablo","","","Comuna","Municipality"
22246,47,"CHL","Chile",8,"Los Lagos",26,"Palena",182,"Chaiten","","","Comuna","Municipality"
22247,47,"CHL","Chile",8,"Los Lagos",26,"Palena",183,"Futaleufu","","","Comuna","Municipality"
22248,47,"CHL","Chile",8,"Los Lagos",26,"Palena",184,"Hualaihue","","","Comuna","Municipality"
22249,47,"CHL","Chile",8,"Los Lagos",26,"Palena",185,"Palena","","","Comuna","Municipality"
22250,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",186,"Corral","","","Comuna","Municipality"
22251,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",187,"Futrono","","","Comuna","Municipality"
22252,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",188,"Lago Ranco","","","Comuna","Municipality"
22253,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",189,"Lanco","","","Comuna","Municipality"
22254,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",190,"Los Lagos","","","Comuna","Municipality"
22255,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",191,"Mafil","","","Comuna","Municipality"
22256,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",192,"Mariquina","","","Comuna","Municipality"
22257,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",193,"Paillaco","","","Comuna","Municipality"
22258,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",194,"Panguipulli","","","Comuna","Municipality"
22259,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",195,"Rio Bueno","","","Comuna","Municipality"
22260,47,"CHL","Chile",8,"Los Lagos",27,"Valdivia",196,"Valdivia","","","Comuna","Municipality"
22261,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",28,"Antártica Chilena",197,"Navarino","","","Comuna","Municipality"
22262,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",29,"Capitán Prat",198,"Natales","","","Comuna","Municipality"
22263,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",30,"Chacabuco",199,"n.a. ( 295)","","","Comuna","Municipality"
22264,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",31,"Magallanes",200,"Punta Arenas","","","Comuna","Municipality"
22265,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",31,"Magallanes",201,"Rio Verde","","","Comuna","Municipality"
22266,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",32,"Tierra del Fuego",202,"Primavera","","","Comuna","Municipality"
22267,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",32,"Tierra del Fuego",203,"Timaukel","","","Comuna","Municipality"
22268,47,"CHL","Chile",9,"Magallanes y Antártica Chilena",33,"Última Esperanza",204,"Torres de Paine","","","Comuna","Municipality"
22269,47,"CHL","Chile",10,"Maule",34,"Cauquenes",205,"Cauquenes","","","Comuna","Municipality"
22270,47,"CHL","Chile",10,"Maule",34,"Cauquenes",206,"Chanco","","","Comuna","Municipality"
22271,47,"CHL","Chile",10,"Maule",34,"Cauquenes",207,"Pelluhue","","","Comuna","Municipality"
22272,47,"CHL","Chile",10,"Maule",35,"Curicó",208,"Curico","","","Comuna","Municipality"
22273,47,"CHL","Chile",10,"Maule",35,"Curicó",209,"Hualane","","","Comuna","Municipality"
22274,47,"CHL","Chile",10,"Maule",35,"Curicó",210,"Licanten","","","Comuna","Municipality"
22275,47,"CHL","Chile",10,"Maule",35,"Curicó",211,"Molina","","","Comuna","Municipality"
22276,47,"CHL","Chile",10,"Maule",35,"Curicó",212,"Rauco","","","Comuna","Municipality"
22277,47,"CHL","Chile",10,"Maule",35,"Curicó",213,"Romeral","","","Comuna","Municipality"
22278,47,"CHL","Chile",10,"Maule",35,"Curicó",214,"Sagrada Familia","","","Comuna","Municipality"
22279,47,"CHL","Chile",10,"Maule",35,"Curicó",215,"Teno","","","Comuna","Municipality"
22280,47,"CHL","Chile",10,"Maule",35,"Curicó",216,"Vichuquen","","","Comuna","Municipality"
22281,47,"CHL","Chile",10,"Maule",36,"Linares",217,"Colbun","","","Comuna","Municipality"
22282,47,"CHL","Chile",10,"Maule",36,"Linares",218,"Linares","","","Comuna","Municipality"
22283,47,"CHL","Chile",10,"Maule",36,"Linares",219,"Longavi","","","Comuna","Municipality"
22284,47,"CHL","Chile",10,"Maule",36,"Linares",220,"Parral","","","Comuna","Municipality"
22285,47,"CHL","Chile",10,"Maule",36,"Linares",221,"Retiro","","","Comuna","Municipality"
22286,47,"CHL","Chile",10,"Maule",36,"Linares",222,"San Javier","","","Comuna","Municipality"
22287,47,"CHL","Chile",10,"Maule",36,"Linares",223,"Villa Alegre","","","Comuna","Municipality"
22288,47,"CHL","Chile",10,"Maule",36,"Linares",224,"Yerbas buenas","","","Comuna","Municipality"
22289,47,"CHL","Chile",10,"Maule",37,"Talca",225,"Constitucion","","","Comuna","Municipality"
22290,47,"CHL","Chile",10,"Maule",37,"Talca",226,"Curepto","","","Comuna","Municipality"
22291,47,"CHL","Chile",10,"Maule",37,"Talca",227,"Empedrado","","","Comuna","Municipality"
22292,47,"CHL","Chile",10,"Maule",37,"Talca",228,"Maule","","","Comuna","Municipality"
22293,47,"CHL","Chile",10,"Maule",37,"Talca",229,"Pelarco","","","Comuna","Municipality"
22294,47,"CHL","Chile",10,"Maule",37,"Talca",230,"Pencahue","","","Comuna","Municipality"
22295,47,"CHL","Chile",10,"Maule",37,"Talca",231,"Rio Claro","","","Comuna","Municipality"
22296,47,"CHL","Chile",10,"Maule",37,"Talca",232,"San Clemente","","","Comuna","Municipality"
22297,47,"CHL","Chile",10,"Maule",37,"Talca",233,"Talca","","","Comuna","Municipality"
22298,47,"CHL","Chile",11,"Región Metropolitana de Santiago",38,"Chacabuco",234,"Colina","","","Comuna","Municipality"
22299,47,"CHL","Chile",11,"Región Metropolitana de Santiago",38,"Chacabuco",235,"n.a. ( 70)","","","Comuna","Municipality"
22300,47,"CHL","Chile",11,"Región Metropolitana de Santiago",39,"Cordillera",236,"Pirque","","","Comuna","Municipality"
22301,47,"CHL","Chile",11,"Región Metropolitana de Santiago",39,"Cordillera",237,"Puente Alto","","","Comuna","Municipality"
22302,47,"CHL","Chile",11,"Región Metropolitana de Santiago",39,"Cordillera",238,"San Jode de Maipo","","","Comuna","Municipality"
